OrderID,Product,Category,Region,Sales,Quantity,Discount,OrderDate,Price,user_id,product_id,purchase_amount,customer_id,customer_name,sales,stock_price,temperature_C,text_column
195,Smartphone,Electronics,South,1995.71,1,0.19,14-02-2024,1995.71,75,1079,44.12,50,Customer_50,1995.71,436.36,5.5,TypeB
196,Laptop,Office Supplies,South,606.88,2,0.05,15-02-2024,303.44,38,1013,95.69,27,Customer_27,606.88,188.5,15.2,TypeD
197,Smartphone,Office Supplies,West,1955.57,1,0.28,16-02-2024,1955.57,2,1052,429.31,50,Customer_50,1955.57,252.4,29.8,TypeA
198,Printer,Office Supplies,North,880.97,5,0.29,17-02-2024,176.194,7,1047,121.32,35,Customer_35,880.97,423.36,27,TypeB
199,Smartphone,Electronics,East,162.8,5,0.27,18-02-2024,,82,1068,420.15,21,Customer_21,162.8,429.45,22.3,TypeB
200,Monitor,Office Supplies,East,755.64,7,0.11,19-02-2024,107.9485714,91,1089,146.85,25,Customer_25,755.64,253.84,-2.2,TypeB
201,Monitor,Office Supplies,East,1801.95,1,0.1,01-01-2024,1801.95,34,1061,325.01,28,Customer_28,1801.95,283.65,17.4,TypeA
202,Printer,Office Supplies,North,1003.2,3,0.1,02-01-2024,334.4,91,1091,350.13,47,Customer_47,1003.2,221.31,-5.6,TypeD
203,Tablet,Electronics,East,1170.22,2,0.22,03-01-2024,585.11,17,1065,261.2,15,Customer_15,1170.22,473.02,8.9,TypeD
204,Printer,Office Supplies,North,1421.48,5,0.27,04-01-2024,284.296,43,1063,159.6,4,Customer_4,1421.48,147.46,10.7,TypeD
205,Printer,Office Supplies,South,364.73,6,0.27,05-01-2024,60.78833333,59,1069,114.2,29,Customer_29,364.73,473.5,-8,TypeC
206,Smartphone,Accessories,East,1248.39,7,0.23,06-01-2024,178.3414286,51,1062,26.26,9,Customer_9,1248.39,373.55,3.7,TypeC
207,Tablet,Electronics,South,1125.7,4,0.19,07-01-2024,281.425,54,1072,158.93,27,Customer_27,1125.7,312.63,37.8,TypeC
208,Tablet,Accessories,North,485.82,7,0.03,08-01-2024,69.40285714,24,1032,330.05,26,Customer_26,485.82,113.06,37.7,TypeA
209,Tablet,Accessories,West,1891.42,8,0.05,09-01-2024,236.4275,25,1040,469.77,19,Customer_19,1891.42,290.24,7.6,TypeB
210,Printer,Accessories,East,1237.84,1,0.27,10-01-2024,1237.84,71,1088,436.89,28,Customer_28,1237.84,263.1,-7.8,TypeB
211,Monitor,Accessories,North,1420.09,6,0.18,11-01-2024,,52,1047,385.37,17,Customer_17,1420.09,164.49,-1,TypeA
212,Tablet,Accessories,West,1772.89,8,0,12-01-2024,221.61125,70,1012,396.34,43,Customer_43,1772.89,362.56,9.6,TypeA
213,Printer,Accessories,West,1286.27,5,0.03,13-01-2024,257.254,88,1072,335.84,41,Customer_41,1286.27,488.46,37.4,TypeD
214,Smartphone,Accessories,South,661.7,4,0.2,14-01-2024,165.425,33,1076,137.54,42,Customer_42,661.7,324.88,-2.9,TypeD
215,Monitor,Electronics,North,300.44,2,0,15-01-2024,150.22,49,1030,454.53,50,Customer_50,300.44,385.9,28.2,TypeC
216,Smartphone,Office Supplies,West,967.42,6,0.05,16-01-2024,161.2366667,29,1074,338.66,20,Customer_20,967.42,127.38,-4.6,TypeC
217,Monitor,Accessories,East,515.04,6,0.16,17-01-2024,85.84,63,1067,284.62,45,Customer_45,515.04,267.07,39.1,TypeA
218,Printer,Accessories,East,891.37,1,0.21,18-01-2024,891.37,22,1097,64.38,40,Customer_40,891.37,146.54,9.1,TypeC
219,Laptop,Accessories,South,1778.23,9,0.2,19-01-2024,197.5811111,26,1003,229.06,39,Customer_39,1778.23,345.12,28.8,TypeB
220,Monitor,Accessories,West,716.26,6,0.07,20-01-2024,119.3766667,28,1018,235.58,49,Customer_49,716.26,475.39,7.1,TypeA
221,Smartphone,Accessories,North,331.97,3,0.21,21-01-2024,110.6566667,85,1069,433.64,23,Customer_23,331.97,364.71,21.4,TypeA
222,Printer,Accessories,East,776.97,4,0.07,22-01-2024,194.2425,49,1097,277.86,47,Customer_47,776.97,130.72,-0.4,TypeB
223,Monitor,Office Supplies,West,1822.97,4,0.1,23-01-2024,455.7425,71,1081,196.4,32,Customer_32,1822.97,241.87,-2.7,TypeD
224,Laptop,Office Supplies,West,617.05,3,0.22,24-01-2024,205.6833333,81,1012,488.63,47,Customer_47,617.05,320.27,36.9,TypeD
225,Laptop,Accessories,South,1330.61,3,0.19,25-01-2024,443.5366667,84,1022,64.25,33,Customer_33,1330.61,261.28,35.9,TypeB
226,Tablet,Office Supplies,East,100.99,3,0.25,26-01-2024,33.66333333,49,1082,217.05,46,Customer_46,100.99,433.46,34.4,TypeB
227,Tablet,Electronics,East,769.88,4,0.2,27-01-2024,192.47,20,1074,30.59,5,Customer_5,769.88,425.87,21.3,TypeC
228,Smartphone,Accessories,North,679.08,7,0.17,28-01-2024,97.01142857,86,1000,372.55,43,Customer_43,679.08,344.73,30.4,TypeA
229,Monitor,Electronics,East,412.85,4,0.03,29-01-2024,103.2125,92,1087,459.86,48,Customer_48,412.85,249.38,-6.5,TypeC
230,Monitor,Electronics,North,1114.77,9,0.11,30-01-2024,123.8633333,63,1053,147.22,34,Customer_34,1114.77,202.13,6.7,TypeB
231,Tablet,Accessories,East,1021.18,1,0.08,31-01-2024,1021.18,61,1070,430.59,40,Customer_40,1021.18,142.35,5.7,TypeC
232,Monitor,Office Supplies,South,1415.63,8,0.07,01-02-2024,176.95375,49,1088,153.19,11,Customer_11,1415.63,241.96,21.8,TypeB
233,Monitor,Electronics,East,611.88,7,0.29,02-02-2024,87.41142857,71,1084,456.28,50,Customer_50,611.88,265.27,7.8,TypeC
234,Laptop,Accessories,North,563.84,2,0.12,03-02-2024,281.92,1,1014,379.44,3,Customer_3,563.84,370.33,-2.6,TypeC
235,Tablet,Electronics,North,419.75,8,0.27,04-02-2024,52.46875,96,1064,404.4,33,Customer_33,419.75,363.26,19.8,TypeD
236,Printer,Electronics,South,515.65,1,0.19,05-02-2024,,13,1075,18.82,11,Customer_11,515.65,128.04,30.7,TypeB
237,Tablet,Electronics,East,1160.39,9,0.24,06-02-2024,128.9322222,94,1070,481.78,16,Customer_16,1160.39,258.1,9.1,TypeC
238,Printer,Electronics,East,867.29,9,0.15,07-02-2024,96.36555556,87,1014,366.07,18,Customer_18,867.29,172.71,-3.4,TypeA
239,Laptop,Office Supplies,South,223.3,2,0.17,08-02-2024,111.65,51,1020,159.33,30,Customer_30,223.3,162.73,-0.2,TypeC
240,Smartphone,Electronics,East,582.44,7,0.15,09-02-2024,83.20571429,56,1018,416.4,48,Customer_48,582.44,430.92,1.9,TypeC
241,Monitor,Electronics,East,569.06,3,0.06,10-02-2024,189.6866667,83,1059,147.95,10,Customer_10,569.06,116.77,5,TypeA
242,Laptop,Electronics,North,1422.98,7,0.22,11-02-2024,203.2828571,62,1092,437.65,18,Customer_18,1422.98,267.67,22.1,TypeB
243,Monitor,Office Supplies,East,1453.31,9,0.08,12-02-2024,161.4788889,32,1088,65.16,38,Customer_38,1453.31,167.28,20,TypeD
244,Smartphone,Electronics,East,381.37,4,0.01,13-02-2024,95.3425,30,1032,354.81,19,Customer_19,381.37,451.73,24.8,TypeD
245,Smartphone,Electronics,South,1995.71,,0.19,14-02-2024,1995.71,29,1048,274.94,36,Customer_36,1995.71,322.82,8.1,TypeD
246,Laptop,Office Supplies,South,606.88,2,0.05,15-02-2024,303.44,49,1095,57.3,13,Customer_13,606.88,192.55,31.2,TypeA
247,Smartphone,Office Supplies,West,1955.57,1,0.28,16-02-2024,1955.57,45,1034,128.53,46,Customer_46,1955.57,300.97,0.2,TypeC
248,Printer,Office Supplies,North,880.97,5,0.29,17-02-2024,176.194,93,1043,16.08,3,Customer_3,880.97,392.59,13.5,TypeB
249,Smartphone,Electronics,East,162.8,5,0.27,18-02-2024,32.56,30,1089,239.7,10,Customer_10,162.8,483.25,30,TypeC
250,Monitor,Office Supplies,East,755.64,7,0.11,19-02-2024,107.9485714,16,1010,157.62,38,Customer_38,755.64,188.18,-1,TypeD
251,Monitor,Office Supplies,East,1801.95,1,0.1,01-01-2024,1801.95,40,1098,303.2,1,Customer_1,1801.95,454.47,-4.5,TypeC
252,Printer,Office Supplies,North,1003.2,3,0.1,02-01-2024,334.4,19,1071,155.65,27,Customer_27,1003.2,473.72,34.2,TypeA
253,Tablet,Electronics,East,1170.22,2,0.22,03-01-2024,585.11,18,1077,156.96,46,Customer_46,1170.22,466.57,7.1,TypeA
254,Printer,Office Supplies,North,1421.48,5,0.27,04-01-2024,284.296,1,1073,374.16,8,Customer_8,1421.48,354.17,24.2,TypeB
255,Printer,Office Supplies,South,364.73,,0.27,05-01-2024,60.78833333,78,1065,33.59,46,Customer_46,364.73,351.93,-8.7,TypeB
256,Smartphone,Accessories,East,1248.39,7,0.23,06-01-2024,178.3414286,47,1045,452.42,42,Customer_42,1248.39,261.28,24.5,TypeD
257,Tablet,Electronics,South,1125.7,4,0.19,07-01-2024,281.425,66,1008,427.61,17,Customer_17,1125.7,400.96,5.8,TypeB
258,Tablet,Accessories,North,485.82,7,0.03,08-01-2024,69.40285714,92,1002,337.22,9,Customer_9,485.82,312.52,-7.2,TypeC
259,Tablet,Accessories,West,1891.42,8,0.05,09-01-2024,236.4275,94,1084,300.68,6,Customer_6,1891.42,370.98,20.5,TypeA
260,Printer,Accessories,East,1237.84,1,0.27,10-01-2024,1237.84,38,1025,447.23,43,Customer_43,1237.84,271.38,2,TypeA
261,Monitor,Accessories,North,1420.09,6,0.18,11-01-2024,236.6816667,51,1071,100.81,25,Customer_25,1420.09,392.6,9.3,TypeA
262,Tablet,Accessories,West,1772.89,8,0,12-01-2024,221.61125,63,1047,48.69,39,Customer_39,1772.89,429.79,-6,TypeB
263,Printer,Accessories,West,1286.27,5,0.03,13-01-2024,257.254,4,1065,127.36,49,Customer_49,1286.27,158.57,-2.6,TypeA
264,Smartphone,Accessories,South,661.7,4,0.2,14-01-2024,165.425,1,1069,399.34,28,Customer_28,661.7,433.17,4.9,TypeA
265,Monitor,Electronics,North,300.44,2,0,15-01-2024,150.22,8,1027,26.99,33,Customer_33,300.44,316.12,-5.5,TypeA
266,Smartphone,Office Supplies,West,967.42,6,0.05,16-01-2024,161.2366667,29,1092,295.58,37,Customer_37,967.42,437.87,35.5,TypeD
267,Monitor,Accessories,East,515.04,6,0.16,17-01-2024,85.84,55,1025,497.76,9,Customer_9,515.04,272.52,-9.7,TypeD
268,Printer,Accessories,East,891.37,1,0.21,18-01-2024,891.37,3,1024,429.29,18,Customer_18,891.37,251.62,14.2,TypeB
269,Laptop,Accessories,South,1778.23,9,0.2,19-01-2024,197.5811111,32,1011,265.51,21,Customer_21,1778.23,466.02,-3.8,TypeA
270,Monitor,Accessories,West,716.26,6,0.07,20-01-2024,119.3766667,10,1004,41.18,2,Customer_2,716.26,200.47,5.4,TypeB
271,Smartphone,Accessories,North,331.97,3,0.21,21-01-2024,110.6566667,74,1097,417.37,43,Customer_43,331.97,437.68,36.3,TypeA
272,Printer,Accessories,East,776.97,4,0.07,22-01-2024,194.2425,83,1047,303.5,38,Customer_38,776.97,293.61,-1.9,TypeA
273,Monitor,Office Supplies,West,1822.97,4,0.1,23-01-2024,455.7425,34,1036,66.32,40,Customer_40,1822.97,305.64,38.3,TypeA
274,Laptop,Office Supplies,West,617.05,3,0.22,24-01-2024,205.6833333,97,1078,55.99,36,Customer_36,617.05,223.39,0.3,TypeB
275,Laptop,Accessories,South,1330.61,3,0.19,25-01-2024,443.5366667,87,1043,455.72,50,Customer_50,1330.61,329.22,27.1,TypeB
276,Tablet,Office Supplies,East,100.99,3,0.25,26-01-2024,33.66333333,55,1099,337.91,43,Customer_43,100.99,230.08,17.3,TypeA
277,Tablet,Electronics,East,769.88,4,0.2,27-01-2024,192.47,92,1014,416.35,37,Customer_37,769.88,115.71,34.2,TypeC
278,Smartphone,Accessories,North,679.08,7,0.17,28-01-2024,,32,1042,440.7,15,Customer_15,679.08,208.8,17.7,TypeB
279,Monitor,Electronics,East,412.85,4,0.03,29-01-2024,103.2125,50,1047,290.17,28,Customer_28,412.85,102.55,16.7,TypeD
280,Monitor,Electronics,North,1114.77,9,0.11,30-01-2024,123.8633333,7,1086,263.55,18,Customer_18,1114.77,491.34,-0.2,TypeB
281,Tablet,Accessories,East,1021.18,1,0.08,31-01-2024,,93,1069,220.91,34,Customer_34,1021.18,486.3,-1.7,TypeA
282,Monitor,Office Supplies,South,1415.63,8,0.07,01-02-2024,176.95375,8,1045,165.3,22,Customer_22,1415.63,258.06,35.8,TypeC
283,Monitor,Electronics,East,611.88,7,0.29,02-02-2024,87.41142857,65,1042,222.95,11,Customer_11,611.88,391.35,6.4,TypeA
284,Laptop,Accessories,North,563.84,2,0.12,03-02-2024,281.92,57,1020,389.2,13,Customer_13,563.84,238.32,8.6,TypeD
285,Tablet,Electronics,North,419.75,8,0.27,04-02-2024,52.46875,67,1022,304.94,4,Customer_4,419.75,368.44,28,TypeB
286,Printer,Electronics,South,515.65,1,0.19,05-02-2024,515.65,88,1079,447.34,22,Customer_22,515.65,422.17,6.9,TypeB
287,Tablet,Electronics,East,1160.39,9,0.24,06-02-2024,128.9322222,87,1046,227.26,7,Customer_7,1160.39,478.7,37.6,TypeA
288,Printer,Electronics,East,867.29,,0.15,07-02-2024,96.36555556,59,1014,307.47,43,Customer_43,867.29,260.08,26.9,TypeA
289,Laptop,Office Supplies,South,223.3,2,0.17,08-02-2024,111.65,72,1024,319.34,24,Customer_24,223.3,413.32,19.9,TypeD
290,Smartphone,Electronics,East,582.44,7,0.15,09-02-2024,83.20571429,54,1035,299.93,4,Customer_4,582.44,206.37,34,TypeC
291,Monitor,Electronics,East,569.06,3,0.06,10-02-2024,189.6866667,67,1074,354.29,28,Customer_28,569.06,496.13,-7.5,TypeD
292,Laptop,Electronics,North,1422.98,7,0.22,11-02-2024,203.2828571,51,1050,126.34,15,Customer_15,1422.98,110.31,2.9,TypeC
293,Monitor,Office Supplies,East,1453.31,9,0.08,12-02-2024,161.4788889,97,1014,261.06,1,Customer_1,1453.31,341.41,13.3,TypeB
294,Smartphone,Electronics,East,381.37,4,0.01,13-02-2024,95.3425,92,1067,61.07,3,Customer_3,381.37,363.8,1.3,TypeC
295,Smartphone,Electronics,South,1995.71,1,0.19,14-02-2024,1995.71,8,1020,198.41,14,Customer_14,1995.71,375.22,27.2,TypeC
296,Laptop,Office Supplies,South,606.88,2,0.05,15-02-2024,303.44,34,1012,248.96,38,Customer_38,606.88,148.16,36,TypeB
297,Smartphone,Office Supplies,West,1955.57,1,0.28,16-02-2024,1955.57,35,1085,329.59,50,Customer_50,1955.57,475.41,11.2,TypeB
298,Printer,Office Supplies,North,880.97,5,0.29,17-02-2024,176.194,96,1018,475.76,1,Customer_1,880.97,172.47,7.1,TypeB
299,Smartphone,Electronics,East,162.8,5,0.27,18-02-2024,32.56,88,1033,304.32,38,Customer_38,162.8,349.1,38.1,TypeD
300,Monitor,Office Supplies,East,755.64,7,0.11,19-02-2024,,78,1077,374.36,38,Customer_38,755.64,189.07,12.2,TypeB
301,Monitor,Office Supplies,East,1801.95,1,0.1,01-01-2024,1801.95,32,1067,258.07,21,Customer_21,1801.95,222.89,14.5,TypeA
302,Printer,Office Supplies,North,1003.2,3,0.1,02-01-2024,334.4,46,1051,320.71,48,Customer_48,1003.2,318.58,7.6,TypeB
303,Tablet,Electronics,East,1170.22,2,0.22,03-01-2024,585.11,16,1026,44.76,29,Customer_29,1170.22,266.88,35.5,TypeB
304,Printer,Office Supplies,North,1421.48,5,0.27,04-01-2024,284.296,68,1028,134.65,5,Customer_5,1421.48,164.09,18.4,TypeB
305,Printer,Office Supplies,South,364.73,6,0.27,05-01-2024,60.78833333,37,1027,187.31,49,Customer_49,364.73,168.37,28.1,TypeC
306,Smartphone,Accessories,East,1248.39,7,0.23,06-01-2024,178.3414286,54,1034,241.52,10,Customer_10,1248.39,267.26,30.6,TypeD
307,Tablet,Electronics,South,1125.7,4,0.19,07-01-2024,281.425,85,1007,32.37,28,Customer_28,1125.7,402.91,7.1,TypeB
308,Tablet,Accessories,North,485.82,7,0.03,08-01-2024,69.40285714,14,1015,78.61,21,Customer_21,485.82,459.19,11.7,TypeD
309,Tablet,Accessories,West,1891.42,8,0.05,09-01-2024,236.4275,95,1035,145.64,50,Customer_50,1891.42,133.65,32.4,TypeA
310,Printer,Accessories,East,1237.84,1,0.27,10-01-2024,1237.84,55,1029,486.05,7,Customer_7,1237.84,257.24,8.2,TypeA
311,Monitor,Accessories,North,1420.09,6,0.18,11-01-2024,236.6816667,48,1017,172.36,3,Customer_3,1420.09,140.1,29.7,TypeB
312,Tablet,Accessories,West,1772.89,8,0,12-01-2024,221.61125,82,1001,246.2,45,Customer_45,1772.89,106.64,37,TypeA
313,Printer,Accessories,West,1286.27,5,0.03,13-01-2024,,7,1048,106.09,47,Customer_47,1286.27,364.69,21.2,TypeD
314,Smartphone,Accessories,South,661.7,4,0.2,14-01-2024,165.425,74,1076,309.28,20,Customer_20,661.7,340.98,27.1,TypeC
315,Monitor,Electronics,North,300.44,2,0,15-01-2024,150.22,7,1003,147.53,19,Customer_19,300.44,165.21,30.3,TypeB
316,Smartphone,Office Supplies,West,967.42,6,0.05,16-01-2024,161.2366667,33,1089,111.43,35,Customer_35,967.42,193.53,32.3,TypeA
317,Monitor,Accessories,East,515.04,6,0.16,17-01-2024,85.84,23,1088,263.12,4,Customer_4,515.04,109.48,9.8,TypeD
318,Printer,Accessories,East,891.37,1,0.21,18-01-2024,891.37,85,1093,12.7,5,Customer_5,891.37,433.98,-7.4,TypeD
319,Laptop,Accessories,South,1778.23,9,0.2,19-01-2024,197.5811111,19,1074,13.76,1,Customer_1,1778.23,489.88,10.1,TypeA
320,Monitor,Accessories,West,716.26,6,0.07,20-01-2024,,19,1006,117.34,4,Customer_4,716.26,154.18,23.7,TypeD
321,Smartphone,Accessories,North,331.97,3,0.21,21-01-2024,110.6566667,36,1094,27.99,12,Customer_12,331.97,192.59,12.5,TypeD
322,Printer,Accessories,East,776.97,4,0.07,22-01-2024,194.2425,29,1073,62.93,27,Customer_27,776.97,447.36,27.4,TypeB
323,Monitor,Office Supplies,West,1822.97,4,0.1,23-01-2024,455.7425,60,1038,176.04,42,Customer_42,1822.97,470.59,7.8,TypeD
324,Laptop,Office Supplies,West,617.05,3,0.22,24-01-2024,205.6833333,82,1012,403.27,23,Customer_23,617.05,267.85,21.7,TypeA
325,Laptop,Accessories,South,1330.61,3,0.19,25-01-2024,443.5366667,2,1030,290.3,25,Customer_25,1330.61,120.25,-0.7,TypeB
326,Tablet,Office Supplies,East,100.99,3,0.25,26-01-2024,33.66333333,1,1070,261.21,21,Customer_21,100.99,115.76,27.5,TypeA
327,Tablet,Electronics,East,769.88,4,0.2,27-01-2024,192.47,47,1062,153.81,24,Customer_24,769.88,329.58,17.3,TypeC
328,Smartphone,Accessories,North,679.08,7,0.17,28-01-2024,97.01142857,69,1055,466.56,25,Customer_25,679.08,257.16,0.2,TypeA
329,Monitor,Electronics,East,412.85,4,0.03,29-01-2024,,20,1041,204.54,45,Customer_45,412.85,111.46,4.6,TypeA
330,Monitor,Electronics,North,1114.77,9,0.11,30-01-2024,123.8633333,11,1060,52.68,46,Customer_46,1114.77,333.3,27.4,TypeB
331,Tablet,Accessories,East,1021.18,1,0.08,31-01-2024,1021.18,2,1041,312.36,32,Customer_32,1021.18,104.52,14.1,TypeD
332,Monitor,Office Supplies,South,1415.63,8,0.07,01-02-2024,176.95375,67,1055,65.78,32,Customer_32,1415.63,414.95,0.8,TypeA
333,Monitor,Electronics,East,611.88,7,0.29,02-02-2024,87.41142857,87,1035,179.16,5,Customer_5,611.88,222.57,38.4,TypeB
334,Laptop,Accessories,North,563.84,2,0.12,03-02-2024,281.92,12,1083,258.63,36,Customer_36,563.84,116.1,25.8,TypeC
335,Tablet,Electronics,North,419.75,8,0.27,04-02-2024,52.46875,20,1067,438.37,46,Customer_46,419.75,335.34,37.9,TypeB
336,Printer,Electronics,South,515.65,1,0.19,05-02-2024,515.65,5,1006,251.84,42,Customer_42,515.65,259.07,11.4,TypeB
337,Tablet,Electronics,East,1160.39,9,0.24,06-02-2024,128.9322222,37,1053,354.11,49,Customer_49,1160.39,489.52,13.8,TypeD
338,Printer,Electronics,East,867.29,9,0.15,07-02-2024,96.36555556,38,1000,496.48,42,Customer_42,867.29,317.68,34.9,TypeA
339,Laptop,Office Supplies,South,223.3,2,0.17,08-02-2024,111.65,94,1043,74.43,39,Customer_39,223.3,210.1,16.3,TypeC
340,Smartphone,Electronics,East,582.44,7,0.15,09-02-2024,83.20571429,9,1044,144.62,16,Customer_16,582.44,383.78,25.4,TypeB
341,Monitor,Electronics,East,569.06,3,0.06,10-02-2024,189.6866667,98,1046,203.34,33,Customer_33,569.06,208.6,2.6,TypeA
342,Laptop,Electronics,North,1422.98,7,0.22,11-02-2024,203.2828571,53,1012,216.7,49,Customer_49,1422.98,461.7,12.3,TypeA
343,Monitor,Office Supplies,East,1453.31,9,0.08,12-02-2024,161.4788889,44,1021,211.4,21,Customer_21,1453.31,249.89,-3.8,TypeB
344,Smartphone,Electronics,East,381.37,4,0.01,13-02-2024,95.3425,99,1020,454.73,9,Customer_9,381.37,319.95,0.3,TypeA
345,Smartphone,Electronics,South,1995.71,1,0.19,14-02-2024,1995.71,86,1085,359.88,6,Customer_6,1995.71,120.23,-10,TypeB
346,Laptop,Office Supplies,South,606.88,2,0.05,15-02-2024,303.44,24,1091,307.87,45,Customer_45,606.88,270.45,-8,TypeB
347,Smartphone,Office Supplies,West,1955.57,1,0.28,16-02-2024,,81,1008,161.59,35,Customer_35,1955.57,432.95,38.9,TypeB
348,Printer,Office Supplies,North,880.97,5,0.29,17-02-2024,176.194,74,1025,413.66,39,Customer_39,880.97,422.26,2.1,TypeC
349,Smartphone,Electronics,East,162.8,5,0.27,18-02-2024,32.56,30,1008,477.98,22,Customer_22,162.8,189.73,23.2,TypeB
350,Monitor,Office Supplies,East,755.64,7,0.11,19-02-2024,107.9485714,59,1014,412.39,41,Customer_41,755.64,190.43,32,TypeD
351,Monitor,Office Supplies,East,1801.95,1,0.1,01-01-2024,1801.95,87,1009,10.77,5,Customer_5,1801.95,426.92,17.5,TypeA
352,Printer,Office Supplies,North,1003.2,3,0.1,02-01-2024,334.4,96,1087,321.84,42,Customer_42,1003.2,472.16,-2.3,TypeC
353,Tablet,Electronics,East,1170.22,2,0.22,03-01-2024,585.11,81,1041,35.06,23,Customer_23,1170.22,138.14,26.4,TypeA
354,Printer,Office Supplies,North,1421.48,5,0.27,04-01-2024,284.296,81,1071,136.23,17,Customer_17,1421.48,280.02,20,TypeC
355,Printer,Office Supplies,South,364.73,6,0.27,05-01-2024,60.78833333,14,1023,39.17,12,Customer_12,364.73,234.98,26.6,TypeD
356,Smartphone,Accessories,East,1248.39,7,0.23,06-01-2024,178.3414286,9,1079,305.86,23,Customer_23,1248.39,448.28,28.5,TypeC
357,Tablet,Electronics,South,1125.7,4,0.19,07-01-2024,281.425,40,1048,346.43,16,Customer_16,1125.7,133.41,38.8,TypeC
358,Tablet,Accessories,North,485.82,7,0.03,08-01-2024,69.40285714,66,1025,66.1,3,Customer_3,485.82,184.45,18.7,TypeC
359,Tablet,Accessories,West,1891.42,8,0.05,09-01-2024,236.4275,25,1090,198.08,30,Customer_30,1891.42,400.99,7.1,TypeA
360,Printer,Accessories,East,1237.84,1,0.27,10-01-2024,1237.84,73,1036,233.56,22,Customer_22,1237.84,120.52,22.4,TypeB
361,Monitor,Accessories,North,1420.09,6,0.18,11-01-2024,236.6816667,22,1067,190.84,9,Customer_9,1420.09,297.01,-6.6,TypeA
362,Tablet,Accessories,West,1772.89,8,0,12-01-2024,221.61125,4,1049,69.3,29,Customer_29,1772.89,276.84,34.9,TypeB
363,Printer,Accessories,West,1286.27,5,0.03,13-01-2024,257.254,26,1023,215.28,47,Customer_47,1286.27,233.76,-4,TypeA
364,Smartphone,Accessories,South,661.7,4,0.2,14-01-2024,165.425,58,1018,378.08,37,Customer_37,661.7,257.83,6.4,TypeD
365,Monitor,Electronics,North,300.44,,0,15-01-2024,150.22,29,1099,44.79,23,Customer_23,300.44,311.98,30.8,TypeD
366,Smartphone,Office Supplies,West,967.42,6,0.05,16-01-2024,161.2366667,98,1059,49.29,13,Customer_13,967.42,164.55,19.9,TypeC
367,Monitor,Accessories,East,515.04,6,0.16,17-01-2024,85.84,87,1038,183.84,32,Customer_32,515.04,328.8,9.7,TypeD
368,Printer,Accessories,East,891.37,1,0.21,18-01-2024,891.37,37,1073,471.45,46,Customer_46,891.37,422.17,13.7,TypeC
369,Laptop,Accessories,South,1778.23,9,0.2,19-01-2024,197.5811111,75,1088,337.6,47,Customer_47,1778.23,404.06,32.7,TypeB
370,Monitor,Accessories,West,716.26,6,0.07,20-01-2024,119.3766667,70,1017,342.55,48,Customer_48,716.26,161.56,7,TypeD
371,Smartphone,Accessories,North,331.97,3,0.21,21-01-2024,,18,1018,187.34,23,Customer_23,331.97,159.7,33.5,TypeB
372,Printer,Accessories,East,776.97,4,0.07,22-01-2024,,85,1035,300.89,45,Customer_45,776.97,207.27,-5.6,TypeA
373,Monitor,Office Supplies,West,1822.97,,0.1,23-01-2024,455.7425,42,1073,14.96,17,Customer_17,1822.97,244.43,28.8,TypeB
374,Laptop,Office Supplies,West,617.05,3,0.22,24-01-2024,205.6833333,100,1096,321.69,40,Customer_40,617.05,263.38,32.4,TypeA
375,Laptop,Accessories,South,1330.61,3,0.19,25-01-2024,443.5366667,41,1054,457.51,21,Customer_21,1330.61,371.88,-0.9,TypeB
376,Tablet,Office Supplies,East,100.99,3,0.25,26-01-2024,33.66333333,38,1068,310.16,2,Customer_2,100.99,122.67,11.5,TypeB
377,Tablet,Electronics,East,769.88,4,0.2,27-01-2024,192.47,34,1046,438.11,37,Customer_37,769.88,113.87,-1.7,TypeD
378,Smartphone,Accessories,North,679.08,7,0.17,28-01-2024,97.01142857,17,1048,364.75,6,Customer_6,679.08,256.76,25.3,TypeB
379,Monitor,Electronics,East,412.85,4,0.03,29-01-2024,103.2125,37,1098,69.07,44,Customer_44,412.85,378.87,16.8,TypeD
380,Monitor,Electronics,North,1114.77,9,0.11,30-01-2024,123.8633333,25,1097,452.2,18,Customer_18,1114.77,177.37,21.8,TypeD
381,Tablet,Accessories,East,1021.18,1,0.08,31-01-2024,1021.18,76,1032,42.56,30,Customer_30,1021.18,356.6,-0.2,TypeC
382,Monitor,Office Supplies,South,1415.63,8,0.07,01-02-2024,176.95375,87,1020,271.64,22,Customer_22,1415.63,203.93,0.6,TypeC
383,Monitor,Electronics,East,611.88,7,0.29,02-02-2024,87.41142857,86,1080,79.65,33,Customer_33,611.88,454.43,-7.9,TypeA
384,Laptop,Accessories,North,563.84,2,0.12,03-02-2024,281.92,85,1021,15.74,30,Customer_30,563.84,458.28,6.1,TypeB
385,Tablet,Electronics,North,419.75,8,0.27,04-02-2024,52.46875,27,1047,216.8,17,Customer_17,419.75,218.91,18,TypeA
386,Printer,Electronics,South,515.65,1,0.19,05-02-2024,515.65,57,1036,154.57,43,Customer_43,515.65,192,32.9,TypeB
387,Tablet,Electronics,East,1160.39,9,0.24,06-02-2024,128.9322222,31,1014,248.14,32,Customer_32,1160.39,264.52,23.3,TypeC
388,Printer,Electronics,East,867.29,9,0.15,07-02-2024,96.36555556,6,1034,292.83,42,Customer_42,867.29,196.21,11.8,TypeC
389,Laptop,Office Supplies,South,223.3,2,0.17,08-02-2024,111.65,91,1091,31.43,14,Customer_14,223.3,368.95,37.7,TypeB
